text,category
@davidson_dylan @no_earthquake i feel like my experience of that game was dulled by playing as the samurai and every build guide is like “just keep all your exact weapons and armor from the beginning DONT equip anything else you’re already OP!!!” and so it was even more beckettian wandering in one old suit,other
@no_earthquake With Jesus ? Certainly.,other
"#Earthquake M3.7 14 Km Al Suroeste De Puerto Morazán, Nicaragua 4mins ago 18 Aug 20:45 UTC - report/info: 
https://t.co/jXjrybyAnR",earthquake
"Mb 4.5 earthquake (reviewed) occured at 2022-08-18T01:03:17 UTC, 77 km N of Amahai, Indonesia https://t.co/fobzpxEHGe",earthquake
"#EarthquakePH #EarthquakeSurigaoDelSur
Earthquake Information No.1
Date and Time: 19 August 2022 - 04:42 AM
Magnitude = 2.1
Depth = 062 km
Location = 09.17°N, 126.61°E - 042 km N 58° E of Bayabas (Surigao Del Sur)

https://t.co/Oesp9X3Mrd https://t.co/jW6wQhklUJ",earthquake
"USGS reports a M0.4 earthquake, California-Nevada border region on 8/18/22 @ 10:07:05 UTC https://t.co/fJdKZjDoyD #earthquake",earthquake
"【USGS震源情報】
発生：2022/08/18 10:03:17 JST
震源地：インドネシア、セラム
深さ：10.0km
マグニチュード：4.5
https://t.co/fPcG0Ovx6D",earthquake
@PeliOptic @rohn_jawls WOW!! u know who else did that??,other
"1.5 magnitude #earthquake. 24 km SE of Denali National Park, Alaska https://t.co/0FahHlRfJn",earthquake
"Securing large household items to the wall – bookcases, televisions, water heaters, and refrigerators – can help prevent them from tumbling down during an earthquake. Discover additional earthquake safety tips here: https://t.co/fabjjdJYHE. https://t.co/Cy3nXE8Tth",other
"USGS reports a M1.5 earthquake, 24 km SE of Denali National Park, Alaska on 8/18/22 @ 20:44:02 UTC https://t.co/eed6tE1F7d #earthquake",earthquake
"@no_earthquake @rohn_jawls So basically ""I don't like the look of this person, let's put them on a blacklist""?",other
@davidson_dylan @peligrietzer i really like how in all from soft games the offline and online experience are completely different vibes,other
@meiiwukou We’re waiting on an earthquake for that to occur for Cali,other
"1.16 magnitude earthquake occurred at Tare Access Rd, Ridgecrest, CA 93555, United States on 2022-08-18 20:34:03 UTC
Map: https://t.co/QJ6JUw4sqY
#earthb0t #earthquake  #TareAccessRd #Ridgecrest #CA93555 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/hT2oGwnmCF",earthquake
"震源 震度は以下の通りです
[震源地] 福岡県筑豊地方 [最大震度] 震度2 (2022年8月19日 05時18分頃発生) - goo天気

https://t.co/mlvgrf4E1D
#地震速報共有ハッシュタグ
#EarthquakeImmediateReport
#EarthquakeEarlyWarning
#e",earthquake
@OceanaRune My cat Lucy baby would stand still bulging eyes and fur stand on end then 'bang' few seconds later an earthquake. I'd always sit rigid thinking   is it going to be the big one '..then she'd just walk away,other
"@futureclubdev @AtroxChobatsu What do you call an elephant that doesn't matter? An irrelephant.
What's the difference between a car and a fish? You can't tuna fish.
What do you call a cow in an earthquake? A milkshake
Why did the plants invite the mushroom to the party? 'cause he's a fungi.",other
#Earthquake (#σεισμός) M2.4 strikes 16 km W of #Karpenísi (#Greece) 24 min ago. More info: https://t.co/Uy38csZQ1P,earthquake
"The Land Before Time Sharptooth And Earthquake https://t.co/NPbmLQOrBc via @YouTube

These were my wonder pets",other
ok so basically daniel i trusted you to at least keep control of yourself but like really? Killing a guy while an earthquake strikes palestine and during the great flood of vermont and on the brink of the great depression? girl bye https://t.co/U0vTOqzl7z,other
"This is 30 years overdue. Improving building code, with electric code, and in earthquake country. #EMGTwitter It’s also a local county state pain in the arse. #CascadiaEQ  https://t.co/FD2h4JvXr3",other
"#AFP #LN24 #LCI #CNN #journalist #Diplomacy #Religion #Bible #BibleStudy #Theology #Scripture #Prophecy #Christianity #Christian #Islam #Chrétien #infoviva #indiedev #gamedev #solodev #SATAN #LUCIFER #DEVIL
‼️ #EndTimes
‼️ 3 STRONG #EARTHQUAKES #EARTHQUAKE
https://t.co/G8X9AXelFB",earthquake
"hey medievalist here 👋 a quick 🧵 about why making fun of yeomans is never ok 

1/2467 https://t.co/NlRJRecdP8",other
"Mww 5.1 earthquake (reviewed) occured at 2022-08-18T05:46:09 UTC, 61 km ENE of Namie, Japan https://t.co/4Wp3cLumML",earthquake
"1.6 magnitude #earthquake. 4 km from Springfield, OR, #UnitedStates https://t.co/Q73TPO0B22",earthquake
"USGS reports a M1.56 explosion, 4 km SE of Springfield, Oregon on 8/18/22 @ 17:42:30 UTC https://t.co/rkJb2p3xDK #explosion",other
My dog is spooky today. Either a window curtain is blowing somewhere or a major earthquake is coming. Same scariness level for him..,other
“I decide my fate!” — Upon using Earthquake,other
"USGS reports a M0.3 earthquake, 9 km N of Lemmon Valley, Nevada on 8/18/22 @ 10:01:11 UTC https://t.co/xgvZz8Lcz9 #earthquake",earthquake
finally we have a meme format about femsplaining,other
"On Thursday, September 1st, Engle Martin’s Jim Perry, Director, Training &amp; Auditing, will be joining Matt Perkins of Envista Forensics to hold Earthquake Damage Assessment Training for Adjusters, a 2 hour training session during the Claims Conference of Northern California. https://t.co/eyYImjrNKg",earthquake
"うちとこ揺れたことになってないけど揺れたわいな
地震情報 - Yahoo!天気・災害 https://t.co/lcB7XP4b4K",other
"現在時間: 2022/8/19 4:38:50:973
位置 宜蘭縣 蘇澳鎮
測站 L-270-14291852-5
MaxX &gt; 1.07 cm/s²
MaxY &gt; -1.72 cm/s²
MaxZ &gt; 4.21 cm/s²
MaxPGA &gt; 4.67 cm/s²
最大震度 &gt; 1

開始時間 &gt; 8/19 4:37:36:614
#台灣 #地震 #TREM #ExpTechTW #Taiwan #earthquake https://t.co/XVvhrcGxJT",other
"@no_earthquake lmaooooo quite the same, loved it when i was 16 but now ????",other
"لا تغلى وانت تدري مانسيتك
كم مره تبتعد واتبع سرابك!

تدري كم مره سهرت وكم بكيتك؟
كثر ماامك تتصل لحضة غيابك

كلمات الشاعر 👈🏻✨ #اورنس_عبدالعزيز
حسابه في تويتر لايفوتكم✨@Orans_abdulaziz
#ExtraordinaryAttorneyWoo #earthquake 
#ElineKolunaSahipOlTFF https://t.co/qufuVjswgm",other
"#EarthquakePH #EarthquakeOccidentalMindoro
Earthquake Information No.1
Date and Time: 19 August 2022 - 04:31 AM
Magnitude = 1.6
Depth = 009 km
Location = 13.32°N, 120.25°E - 025 km S 66° W of Paluan (Occidental Mindoro)

https://t.co/n9cuk8fHYB https://t.co/ZGcPxyOneK",earthquake
"USGS reports a M1.26 earthquake, 15km ENE of Ridgecrest, CA on 8/18/22 @ 20:34:03 UTC https://t.co/4xSbCDghyk #earthquake",earthquake
"(地震情報) 

[震源地] 福岡県筑豊地方 [最大震度] 震度2 (2022年8月19日 05時18分頃発生) - goo天気
-
#地震 
https://t.co/fH59pTIJZw",earthquake
[震源地] 福岡県筑豊地方 [最大震度] 震度2 (2022年8月19日 05時18分頃発生) - goo天気 https://t.co/9WjFVPKScG #Earthquake,other
@lunadeljk v on brand response for u lmao,other
"Actualización de informe sísmico. 🇨🇱
3.0 (Ml) - 26 km al sureste de Mina Collahuasi.
2022/08/18 16:17:20
App: https://t.co/RblVNxZYn8
#MinaCollahuasi #earthquake #sismo #temblor #terremoto #CSN #GUC
@reddeemergencia https://t.co/WeXMRPo58l",other
"Aviso de nuevo sismo. 🇨🇱
3.0 (Ml) - 26 km al sureste de Mina Collahuasi.
2022/08/18 16:17:20
App: https://t.co/RblVNxZYn8
#MinaCollahuasi #earthquake #sismo #temblor #terremoto #CSN #GUC
@reddeemergencia https://t.co/u6Y5LvhNWG",other
the other stuff lax runs is coverage with blizzard or earthquake and all those are TM moves so i won't put them directly on the card,other
"⚠SISMO REVISADO (EMSC)⚠

Magnitud y Referencia: M 3.0 ANTOFAGASTA, CHILE

Fecha y Hora (UTC): 2022-08-18 20:17:20 UTC

Profundidad: 133 km

Link: https://t.co/IidzKvg6Ov
-
#Sismo #Temblor #Earthquake https://t.co/PKRFxO915v",other
"📌 Earthquake information - New event 📌

#earthquake #USGS

Date and time (UTC): 08/17/2022 05:50:43 PM
Magnitude: 4.8 mb
Area: 47 km WNW of Bahía de Caráquez, Ecuador
Depth (km): 10
Latitude: -0.3841
Longitude: -80.7973 https://t.co/rM0JVJeccU",earthquake
#Earthquake (#sismo) M3.0 strikes 105 km NW of Villa Alota (#Bolivia) 15 min ago. More info: https://t.co/MtWtPtHJeM,earthquake
"ooohWellAllllright Ever’BODY…
 
I said come on over Lugoff, a-whole lot-ta shakin' goin' on
Yeah I said come on over Lugoff, a-whole lot-ta shakin' goin' on
Well we ain't fakin', a-whole lot-ta shakin' goin' on… 

https://t.co/2OqnJLUPCN https://t.co/cZodtiyYkT",other
That double standard and cowardise man @skmusyoka shouldn't be let in. He lost the opportunity to join KK on the Earthquake day.,other
"筑豊地方で震度２かぁ

地震情報 - Yahoo!天気・災害 https://t.co/Isbei3t4D2",other
Ah what I wouldnt give to be abducted by a giant alien in a tube during an earthquake and told that the fate of the world depends on me and four of my friends taking on extraterrestrial threats on a weekly basis. That would be fun,other
"USGS reports a M1.38 explosion, 8 km ENE of Abbotsford, Canada on 8/18/22 @ 17:26:25 UTC https://t.co/KBRcXbfW8T #explosion",earthquake
"地震が発生しました
詳細は下記URLへ

https://t.co/7UOqCXY2zj

#地震速報共有ハッシュタグ",other
"0.60 magnitude earthquake occurred at 3299 John Kincade Rd, Cloverdale, CA 95425, United States on 2022-08-18 20:14:08 UTC
Map: https://t.co/PqYAJF4QYm
#earthb0t #earthquake  #3299JohnKincadeRd #Cloverdale #CA95425 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/3OIwGa1RWe",earthquake
"0.54 magnitude earthquake occurred at Big Sulphur Creek Rd, Cloverdale, CA 95425, United States on 2022-08-18 20:22:11 UTC
Map: https://t.co/ZI7GjV0uRA
#earthb0t #earthquake  #BigSulphurCreekRd #Cloverdale #CA95425 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/ak3OQKjuf8",earthquake
@fucktrino @Tallox_25 @JahFlakes @Ter0me KILL THE PUSSY GET HER WET EARTHQUAKE WOAH https://t.co/pgvyg2FXAg,other
"1.20 magnitude earthquake occurred at Mineral, NV, United States on 2022-08-18 20:22:38 UTC
Map: https://t.co/vufPFK8wsf
#earthb0t #earthquake  #Mineral #NV #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/KAGTxmvw3i",earthquake
"2.35 magnitude earthquake occurred at Kaalaiki Rd, Pahala, HI 96777, United States on 2022-08-18 20:22:54 UTC
Map: https://t.co/G7bTZkvvXd
#earthb0t #earthquake  #KaalaikiRd #Pahala #HI96777 #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/0zV4zETHhE",earthquake
"いやもうほんと超ピンポイント。そしてやはりみんな「どん！」という音？を聞いていた模様。

なんだろうなあ？･･･大きな地震の予兆とかじゃナイトいいんだけど（あらかじめ言っておいて散らす方の言霊を期待）：

地震情報 - Yahoo!天気・災害 https://t.co/5sO0LgJmLd",other
"she's like an earthquake in tiny human form , breaking apart anything and everything in her way .",other
"President of the Southern Asia-Pacific Division, Pastor Roger Caderma, requests prayer after a 7.0 magnitude earthquake hit the Philippines on July 27, 2022. @adventistasia 

Read more here: https://t.co/HUIkgjnWii",earthquake
"ADRA is providing aid to families affected by a 7.0 magnitude earthquake that hit the Philippines on July 27, 2022, destroying nearly 200 homes in the region of Northern Luzon. @adventistasia 

For details, go to: https://t.co/BCHrnJgVWQ",earthquake
@Desire2Love And the earthquake has happened,earthquake
@earthquake_jp 筑豊地区は地震が滅多に無いので、ちょっとびっくりしました。💦,other
"寝られんなー思ってたら、
一瞬「ドン」と来た。
突き上げられた感じ。

 #地震
地震情報 - Yahoo!天気・災害 https://t.co/kPm27PiZzS",other
"A M2.3499999 earthquake has been reported by the USGS for 2 km SSW of Pāhala, Hawaii. Link: https://t.co/imdtfLsy45",earthquake
"2.3 magnitude #earthquake. 2 km from Pāhala, HI, #UnitedStates https://t.co/UHsdMihaVZ",earthquake
被災者様｜恩を仇で返されてる方って割といるんだなぁと思った。 https://t.co/4brGKfFy0G https://t.co/OUXBKKX4bm,other
"USGS reports a M0.3 earthquake, 6 km SSE of Floriston, California on 8/18/22 @ 9:44:46 UTC https://t.co/pJlXvGzVkN #earthquake",earthquake
"USGS reports a M1.2 earthquake, 24 km W of Mina, Nevada on 8/18/22 @ 20:22:38 UTC https://t.co/I84Yo61800 #earthquake",earthquake
"USGS reports a M2.35 earthquake, 2 km SSW of Pāhala, Hawaii on 8/18/22 @ 20:22:54 UTC https://t.co/f6vY9NXyiR #earthquake",earthquake
"Countess @missjezebeth ;

You are playing nuclear scale havoc with my feeble little head and the rest of my being …

It’s a permanent earthquake so I’ll just carry  on hanging for dear life.

Not like there are any other options on the table.

Which is fabulous of course! 😏 https://t.co/eNfkISr2UH",other
"USGS reports: M2,3 Earthquake 2 km SSW of Pāhala, Hawaii,
Depth 33,6 Km @ 2022-08-18 10:22:54 HST.
More info: https://t.co/IJZuk1nMMU 
#EarthQuake #Hawaii #Quake https://t.co/8C1Dh1cLYL",earthquake
"震源地が筑豊って珍しい気がするな。。。

地震情報 - Yahoo!天気・災害 https://t.co/ROX6nshJgK",other
#Earthquake (#sismo) M2.3 strikes 2 km SW of #Pāhala (#Hawaii) 3 min ago. More info: https://t.co/WcXrnlMzcC,earthquake
@podsekalnikov some of his movies i kinda tolerate but that’s about it,other
"Magnitude 1.2 #earthquake, 23.7 km W of Mina, NV https://t.co/kZHWHfcDUE",earthquake
[震源地] 福岡県筑豊地方 [最大震度] 震度2 (2022年8月19日 05時18分頃発生) - goo天気... https://t.co/dUSFSVOEdF,other
"#EarthquakePH #EarthquakeDavaoOriental
Earthquake Information No.1
Date and Time: 19 August 2022 - 04:10 AM
Magnitude = 2.5
Depth = 023 km
Location = 07.75°N, 126.73°E - 027 km N 43° E of Baganga (Davao Oriental)

https://t.co/SLAggl4TAC https://t.co/g32YTBarYY",earthquake
"発生時刻：2022年8月19日 5時18分ごろ
震源地：福岡県筑豊地方
最大震度：2
マグニチュード：3.0
深さ：10km
緯度/経度：北緯33.6度/東経130.7度
情報：この地震による津波の心配はありません。
https://t.co/nsOo94V7BQ",other
"แผ่นดินไหว แผ่นดินไหว ประเทศเมียนมา (17.66,97.62) ขนาด 3.4 วันที่ 19 สิงหาคม 2565 เวลา 01:24 น. ตามเวลาประเทศไทย [TMD] #แผ่นดินไหว #กองเฝ้าระวังแผ่นดินไหว #earthquaketmd https://t.co/kMUM83siLj",
"USGS reports a M0.54 earthquake, 0km NNE of The Geysers, CA on 8/18/22 @ 20:22:11 UTC https://t.co/PG0PE3Gajo #earthquake",earthquake
"【気象庁 地震情報】
08月19日 05時18分ごろ、福岡県筑豊地方を震源とする、M3.0の地震がありました。

最大震度2を福岡県で観測。

この地震による津波の心配はありません。

https://t.co/Mxs5KNfsur
#jishin #地震 #earthquake",other
"[JMA]:
05:18:00 JST 19 Aug 2022
Magnitude: 3.0
Max. Intensity: 2
Epicenter: 
Depth: 10 km
https://t.co/xwPgAc0dp7
 #Japan #Earthquake #地震",earthquake
"M 4.2 LUZON, PHILIPPINES #Earthquake #Gempa https://t.co/AMrhX3WlO3",earthquake
"M 4.8 KEPULAUAN SANGIHE, INDONESIA #Earthquake #Gempa https://t.co/8474go78qw",earthquake
@Man4wweladies @AntoniaLThomas @DARC8713 @pickett_shaun @kingpumpkin387 @rjrecch1333 @WWE @Echo7Solo @80_wrestling @Bigswole84 I went with Bossman because he has history with Conette in the nwa were as Earthquake did not. Continuity matters.,other
"地震発生時刻⇒ 2022年08月19日 05時18分頃
震源地⇒ 福岡県筑豊地方
最大震度⇒ 震度2
#earthquake #jishin #地震 #福岡県筑豊地方 #震度2",other
"#Norcia - hometown of #StBenedict protector of #Europe 🇪🇺 - didn’t surrender to the devastating earthquake of 2016 and it is proving #community #resilience, #redemption and #strength. Plus the products of its land are super tasty! 😋🫘🌾#WorldHumanitarianDay https://t.co/1erRdP0yQ2",other
［気象庁情報］19日　05時18分頃　福岡県筑豊地方（N33.6/E130.7）にて　最大震度2（M3）の地震が発生。　震源の深さは10km。#saigai #jishin #earthquake,other
@no_earthquake We'd Anderson sucks so bad.,other
地震情報 - Yahoo!天気・災害 - https://t.co/BhJu8ZiM1H,other
19日5時18分頃、福岡県で最大震度2を観測する地震がありました。震源地は福岡県筑豊地方、M3.0。この地震による津波の心配はありません。 https://t.co/Bc0JUcR36A #jishin #地震,
@GIS_DOG @scrowder Obama was president after the Haiti earthquake in 2010 - and the bullion spent was under his presidency,other
"Earthquake Detailed Report – 8/19
At around 5:18am, an earthquake with a magnitude of 3.0 occurred near Chikuho, Fukuoka Prefecture at a depth of 10km. The maximum intensity was 2. There is no threat of a tsunami. #earthquake https://t.co/itI9XvPr3s",earthquake
【地震情報】08/19 05:18頃 震度2 福岡県筑豊地方(深さ約10km、M3.0) 津波の心配なし [震度2]福岡県飯塚市 [震度1]福岡県宮若市、嘉麻市、小竹町、鞍手町、桂...  #p2pquake #地震 #earthquake https://t.co/KrQ5biYVXk https://t.co/endmXtKiJv,
"lol Dragon Ball Super Hero was fucking ridiculous in 4DX. When there was a fight the seats jolted around like there was an earthquake and jets of air were blown at the backs of your ears whenever someone punched/kicked/shot a beam/flew around. 
Definitely enhanced the experience.",other
@play_kinoblade ohh,other
NOW PLAYING Chef Boy ( @THALASTCHEF ) - Earthquake,other
"USGS reports a M0.9 earthquake, 6 km ENE of Coleville, California on 8/18/22 @ 9:36:02 UTC https://t.co/WJsXzlD4Jt #earthquake",earthquake
"@Tamarindos9 @judithin77 @lil_liney @crustilye @AlisonB271 😂😂😂 oh yes. It’s like they are on a sugar high for hours then drop, crash and an earthquake won’t wake them from sleep 😴 .",other
@no_earthquake xenobladers,other
"#Earthquake M3.2 Iran: 19 Km of Khanaqin, Iraq 18 Aug 20:00 UTC - report/info: 
https://t.co/mwmt5K7Zwo",earthquake
"Which like, goes to a bigger point of how yes, Flying being immune to Ground makes sense for a balance standpoint, I won’t deny that, but they can’t fly *all the time* so that dumb Pidgey you threw out should be able to get hit by that Earthquake without me needing Smack Down.",other
@play_kinoblade who now,other
jodorowsky’s movies made me literally give up on mysticism as an aesthetic strategy,other
@Geoffre07012985 @AntoniaLThomas @DARC8713 @pickett_shaun @kingpumpkin387 @rjrecch1333 @WWE @Echo7Solo @80_wrestling @Bigswole84 See if im attacking yoko id want a monster Taker always option 1 but so is Kane or diesel. Then vader or earthquake. No bam bam cause Yoko killed that guy,other
"#強震モニタ
第2報　検出：05:19:19
推定震度：2.3
4都道府県で検出
福岡県 2.0gal,佐賀県 0.8gal,大分県 0.6gal,山口県 0.4gal
#earthquake
#地震 https://t.co/2Wd8KtNNSv",
"#強震モニタ
第1報　検出：05:18:59
推定震度：2.3
1都道府県で検出
福岡県 2.0gal
#earthquake
#地震 https://t.co/0dGQnZ79KV",
"地震検知2022/08/19 05:19:14
第2報
時刻：05:19:14
計測震度：2.3
地震検知都道府県数：4
福岡県 3.2gal,大分県 0.6gal,佐賀県 0.8gal,山口県 0.3gal #地震 https://t.co/7eshjwmXum",
@peligrietzer SAME,other
"地震検知2022/08/19 05:19:00
第1報
時刻：05:18:57
計測震度：2.3
地震検知都道府県数：1
福岡県 3.2gal #地震 https://t.co/ENhaNcK6Wp",
life aquatic made me want to give up on ever thinking about art again broken flowers was like torture but worst https://t.co/jmO4T09d5g,other
@bbjessTTV It happens a couple times a year. Have you had your first earthquake yet? It's chill,other
Palo Alto: Donphan 93.3% (12/15/15) CP:2634 (L32) Charm/Earthquake till 13:40:30 (verified) (22m 22s).https://t.co/DVwmSIBhHa,earthquake
"2.12 magnitude earthquake occurred at Hawaii, HI, United States on 2022-08-17 19:43:03 UTC
Map: https://t.co/Ouwl9VVD21
#earthb0t #earthquake  #Hawaii #HI #UnitedStates #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/8uTsy3ULfa",earthquake
"USGS reports a M1.49 earthquake, 16 km SSE of Glacier, Washington on 8/18/22 @ 14:23:56 UTC https://t.co/JHxMrYsFD0 #earthquake",earthquake
@CoachDuggs I heard Ohio had an earthquake,earthquake
"USGS reports a M0.6 earthquake, 1km NNE of The Geysers, CA on 8/18/22 @ 20:14:08 UTC https://t.co/Rzbw7MkPLb #earthquake",earthquake
"#Earthquake M3.5 Indonesia: Southern Molucca Sea 7mins ago 18 Aug 20:09 UTC - report/info: 
https://t.co/DKHeH0AYx1",earthquake
Update Info Earthquake 76.37 km of Pulau Pondang (Indonesia) - 3.50M/10km - 18/08/2022 20:15:37 UTC (BMKG/Update) (T1) https://t.co/cOsaKawJfp,earthquake
#Earthquake (#gempa) M3.5 strikes 173 km S of #Tondano (#Indonesia) 6 min ago. More info: https://t.co/jAwD69KP2e,earthquake
"1.46 magnitude earthquake occurred at Turtle Canyon Wilderness Study Area on 2022-08-18 19:46:51 UTC
Map: https://t.co/jX4cFTRny0
#earthb0t #earthquake  #TurtleCanyonWildernessStudyArea #noaa #greatshakeout #LetsBeSafe #OpenData #data https://t.co/aHzK3Ug9yr",earthquake
Anti-Trump RINO Liz Cheney HAMMERED In Election Earthquake https://t.co/vNNrF6Rf76,other
"In 1933 there was an earthquake in Hollywood. Paramount released footage of the quake supposedly happening during filming of a scene in International House with W.C. Fields. Half a century later, the director admitted the footage was a publicity hoax. https://t.co/nkgA117G0s",other
The last time Musalia Mudavadi was on the side of the presidential winner was in 1997. Now you know why the earthquake is so happy ☺️.,other
"@SABRbbcards @DannyT21 @MrShakeCardArt @rpbailey78 @phitter72 @CheahaCardworks Happy Birthday to a legend….

Amazing that the last hit of his career was his 3,000th. Clemente would die later that year in a plane crash while attempting to deliver earthquake aid to Nicaragua #cardart #oneofone https://t.co/nCBHo8aoL9",other
@Geoffre07012985 @AntoniaLThomas @DARC8713 @pickett_shaun @kingpumpkin387 @rjrecch1333 @WWE @Echo7Solo @80_wrestling @Bigswole84 I would rather use Earthquake than Bossman,other
"""Hey kids, good news. You're protected against an earthquake. COVID, Monkeypox... ahh. You can get a shot. Other than that I'm afraid you're on your own.""
 Tell your parents to keep going to work and buying stuff. Have a good school year.""",other
"@MrMightyMouse1 @Bird650 PEOPLE ALWAYS UNDERESTIMATE THE LION LADDER THOUGH LIKE HOW TF ANYONE GETTING AWAY FROM THEM. ALSO AN EARTHQUAKE WOULD WIPE OUT A BUNCH OF POKEMON TOO. CAN YOU EVEN IMAGINE A BILLION LIONS? NO, YOU CAN'T. ITS NOT EVEN CLOSE. LIONS EZ DUB GG GO NEXT https://t.co/wlAqtGToWl",other
@two_standpoints oh absolutely,other
@Saitabao @WChebukati Speaking bitterly all the time.a mere spanner boy. You forgot you were told an earthquake was on course.better buy enough blankets.cold opposition be waitin.,other
@_ryanruby_ that’s right,other
@WilliamsRuto @USAmbKenya Earthquake,other
#Earthquake (#σεισμός) M2.1 strikes 22 km W of #Elassón (#Greece) 42 min ago. More info: https://t.co/JNEPoGJbah,earthquake
@peligrietzer i liked it i love melo,other
@no_earthquake I take this to be a part of ur continuing attack on books so that I end up using my book money to buy clothes and food,other
"USGS reports a M1.46 earthquake, Utah on 8/18/22 @ 19:46:51 UTC https://t.co/I3RDyjG7vl #earthquake",earthquake
@podsekalnikov @synekura_audio lmao,other
@no_earthquake @synekura_audio Now belatedly seeing the tweet you're mocking too. The joke just got better.,other
M2.6 quake causing weak shaking near Nelson https://t.co/ds8eQ33OBD,earthquake
"@endorey1 @MewllerRobert @GOPPolitboro @WyndhamHotels Hi-
I have never lived in San Francisco.
Dad grew up in Oakland.
Mom grew up in Alameda and commuted to San Francisco State College, graduating in 1948.
My grandparents lived in SF and lived through the’06 earthquake.",other
Sunnyvale: Stunfisk 100.0% (15/15/15) CP:1297 (L21) Metal Claw/Earthquake till 13:30:08 (verified) (25m 32s).https://t.co/o4Ngzn5P2D,earthquake
Earthquake loading... https://t.co/SrWEdaHjDT,other
"📌 Earthquake information - New event 📌

#earthquake #USGS

Date and time (UTC): 08/17/2022 05:50:43 PM
Magnitude: 4.8 mb
Area: 47 km WNW of Bahía de Caráquez, Ecuador
Depth (km): 10
Latitude: -0.3841
Longitude: -80.7973 https://t.co/aZ9Qo7X5Ro",earthquake
@adifying @lenasabrewing Red’s venusaur knows earthquake in bw2 https://t.co/ntZ1VQUHIR,other
"@bigbruh180 I'm gonna have to be honest here... Heihachi completely bodies Yujiro with ease. Probably on 5 minutes of battle tops.

Yujiro has done some crazy things like Stopping an Earthquake with a fist... but Heihachi has done far more crazy stuff more ridiculously.

Yeah, Heihachi wins. https://t.co/gP6rwid9NK",other
#Earthquake (#terremoto) M2.1 strikes 23 km SW of #Tolentino (#Italy) 9 min ago. More info: https://t.co/RVEOhq2FOP,earthquake
"if there's an earthquake on mars, is it still called an earthquake??😩 nvm",earthquake
"#EarthquakePH #EarthquakeAbra
Earthquake Information No.1
Date and Time: 19 August 2022 - 03:49 AM
Magnitude = 1.8
Depth = 030 km
Location = 17.42°N, 120.59°E - 001 km N 34° W of Pilar (Abra)

https://t.co/2jRnuzxsHc https://t.co/SZnUhyb4Vr",earthquake
"21:02 Last UK Earthquake Sun, 14 Aug 2022 21:35:29 ; Location: BUTTERWICK,CUMBRIA ; Lat/long: 54.575,-2.783 ;  Magnitude:  0.6",earthquake
@synthjunta it’s all a scam,other
"M7.3 - Hebgen Lake, Montana (near Yellowstone Natl. Park), August 18, 1959
The largest historical earthquake in Montana.
https://t.co/ZdpISJ12WA",earthquake
